;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;RANKING DO SANEAMENTO BÁSICO - 100 MAIORES CIDADES (SNIS 2016);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código do município;Município;UF;Ranking 2018;Ranking 2017;Delta;População Total (IBGE);Operador;Indicador de atendimento total de água (%);Nota atendimento total de água (máx. 0,5);Indicador de atendimento urbano de água (%);Nota atendimento urbano de água (máx. 0,5);Indicador de atendimento total de esgoto (%);Nota atendimento total de esgoto (máx. 1,25);Indicador de atendimento urbano de esgoto (%);Nota atendimento urbano de esgoto (máx. 1,25);Indicador de esgoto tratado por água consumida (%);Nota esgoto tratato por água consumida (máx. 2,5);Investimento 5 anos (Milhões R$);Arrecadação 5 anos (Milhões R$);Indicador de investimento/arrecadação (%);Nota investimento/receita (máx. 1);Novas ligações água;Ligações faltantes para universalização;Indicador novas ligações de água/ligações faltantes (%);Nota novas ligações água/ligações faltantes (máx 0,5);Novas ligações esgoto;Ligações faltantes para universalização;Indicador novas ligações de esgoto/ligações faltantes (%);Nota novas ligações esgoto/ligações faltantes (máx. 1);Indicador perdas no faturamento 2016 (%);Nota perdas no faturamento (máx. 0,5);Indicador perdas no faturamento 2015 (%);Indicador evolução nas perdas de faturamento (%);Nota evolução nas perdas de faturamento (máx. 0,25);Indicador perdas na distribuição 2016 (%);Nota perdas na distribuição (máx. 0,5);Indicador perdas na distribuição 2015 (%);Indicador evolução nas perdas de distribuição (%);Nota evolução nas perdas na distribuição (máx. 0,25);Nota Total (máx. 10);Tarifa média (R$/m³);;;;;;;;;;;;;;;
292740;Salvador;BA;41;45;4; 	2.938.092 ;EMBASA;90,54;0,45;90,60;0,45;78,75;1,00;78,77;1,00;100,00;2,01;544,32;4630,03;11,76;0,25; 	15.020 ; 	83.387 ;18,01;0,09; 	22.580 ; 	151.296 ; 	14,92 ;0,95;46,85;0,16;63,16;25,82;0,25;53,07;0,14;45,99;0,00;0,00;6,77;3,66;;;;;;;;;;;;;;;
291080;Feira de Santana;BA;42;55;13; 	622.639 ;EMBASA;95,69;0,48;100,00;0,50;57,82;0,74;63,03;0,80;80,39;1,48;202,84;622,34;32,59;0,70; 	11.499 ; 	20.935 ;54,93;0,27; 	12.067 ; 	93.773 ; 	12,87 ;0,82;25,15;0,30;30,82;18,38;0,25;43,65;0,17;48,55;10,11;0,25;6,76;3,07;;;;;;;;;;;;;;;
354780;Santo André;SP;43;33;-10; 	712.749 ;SEMASA;99,89;0,50;99,90;0,50;98,77;1,25;98,77;1,25;42,24;1,32;37,62;1238,92;3,04;0,07; 	5.110 ; 	5.321 ;96,03;0,48; 	4.742 ; 	4.742 ; 	100,00 ;1,00;40,96;0,18;5,82;0,00;0,00;39,70;0,19;36,42;0,00;0,00;6,74;3,72;;;;;;;;;;;;;;;
354870;São Bernardo do Campo;SP;44;38;-6; 	822.242 ;SABESP;100,00;0,50;100,00;0,50;95,07;1,21;96,69;1,23;27,34;0,85;350,10;1768,87;19,79;0,43; 	8.113 ; 	8.113 ;100,00;0,50; 	4.765 ; 	10.114 ; 	47,11 ;1,00;35,70;0,21;36,30;1,65;0,10;40,90;0,18;38,04;0,00;0,00;6,72;3,57;;;;;;;;;;;;;;;
412550;São José dos Pinhais;PR;45;46;1; 	302.759 ;SANEPAR;99,99;0,50;100,00;0,50;67,51;0,86;75,29;0,96;63,96;1,72;110,52;461,54;23,95;0,52; 	2.296 ; 	2.305 ;99,62;0,50; 	2.372 ; 	26.493 ; 	8,95 ;0,57;25,06;0,30;24,32;0,00;0,00;37,25;0,20;36,59;0,00;0,00;6,63;3,66;;;;;;;;;;;;;;;
311860;Contagem;MG;46;44;-2; 	653.800 ;COPASA;88,92;0,44;89,20;0,45;80,68;1,03;80,95;1,03;64,61;2,02;355,82;1212,29;29,35;0,63; 	1.271 ; 	24.030 ;5,29;0,03; 	3.738 ; 	39.674 ; 	9,42 ;0,60;46,09;0,16;39,69;0,00;0,00;47,37;0,16;44,33;0,00;0,00;6,55;4,16;;;;;;;;;;;;;;;
280030;Aracaju;SE;47;64;17; 	641.523 ;DESO;99,29;0,50;99,30;0,50;48,48;0,62;48,48;0,62;51,05;1,24;358,26;1292,98;27,71;0,60; 	8.826 ; 	10.328 ;85,46;0,43; 	23.691 ; 	139.392 ; 	17,00 ;1,00;22,60;0,33;32,31;30,05;0,25;33,45;0,22;41,54;19,47;0,25;6,55;4,69;;;;;;;;;;;;;;;
355280;Taboão da Serra;SP;48;N/D;N/D; 	275.948 ;SABESP;100,00;0,50;100,00;0,50;90,00;1,15;90,00;1,15;30,57;0,96;43,81;442,44;9,90;0,21; 	2.176 ; 	2.176 ;100,00;0,50; 	3.082 ; 	8.901 ; 	34,62 ;1,00;32,76;0,23;28,91;0,00;0,00;35,49;0,21;31,38;0,00;0,00;6,40;0,00;;;;;;;;;;;;;;;
351870;Guarujá;SP;49;60;11; 	313.421 ;SABESP;81,95;0,41;82,00;0,41;64,39;0,82;64,40;0,82;63,77;1,64;240,18;595,79;40,31;0,87; 	1.326 ; 	19.689 ;6,73;0,03; 	2.725 ; 	27.828 ; 	9,79 ;0,62;51,67;0,15;52,76;2,08;0,13;48,69;0,15;51,25;4,99;0,25;6,31;3,31;;;;;;;;;;;;;;;
260410;Caruaru;PE;50;63;13; 	351.686 ;COMPESA;100,00;0,50;100,00;0,50;47,82;0,61;53,86;0,69;46,66;1,22;138,62;372,17;37,25;0,80; 	3.158 ; 	3.158 ;100,00;0,50; 	1.926 ; 	48.315 ; 	3,99 ;0,25;11,64;0,50;24,37;52,23;0,25;34,86;0,22;41,65;16,31;0,25;6,29;3,34;;;;;;;;;;;;;;;
320530;Vitória;ES;51;39;-12; 	359.555 ;CESAN;94,70;0,47;94,70;0,47;71,15;0,91;71,15;0,91;66,68;1,82;341,94;852,72;40,10;0,86; 	591 ; 	3.974 ;14,87;0,07; 	543 ; 	18.977 ; 	2,86 ;0,18;25,75;0,29;24,95;0,00;0,00;33,21;0,23;32,75;0,00;0,00;6,22;3,68;;;;;;;;;;;;;;;
353440;Osasco;SP;52;52;0; 	696.382 ;SABESP;100,00;0,50;100,00;0,50;85,28;1,09;85,28;1,09;24,99;0,78;192,71;1179,12;16,34;0,35; 	4.847 ; 	4.847 ;100,00;0,50; 	5.818 ; 	27.459 ; 	21,19 ;1,00;40,20;0,19;30,33;0,00;0,00;44,91;0,17;35,71;0,00;0,00;6,16;3,06;;;;;;;;;;;;;;;
351060;Carapicuíba;SP;53;47;-6; 	394.465 ;SABESP;100,00;0,50;100,00;0,50;77,84;0,99;77,84;0,99;28,05;0,88;79,24;499,47;15,86;0,34; 	2.715 ; 	2.715 ;100,00;0,50; 	3.425 ; 	21.850 ; 	15,67 ;1,00;32,92;0,23;19,56;0,00;0,00;35,37;0,21;19,96;0,00;0,00;6,14;2,89;;;;;;;;;;;;;;;
310670;Betim;MG;54;51;-3; 	422.354 ;COPASA;90,40;0,45;91,10;0,46;75,15;0,96;75,70;0,97;64,62;1,92;145,43;665,28;21,86;0,47; 	831 ; 	14.062 ;5,91;0,03; 	3.004 ; 	34.339 ; 	8,75 ;0,56;45,77;0,16;38,58;0,00;0,00;46,82;0,16;43,31;0,00;0,00;6,13;3,92;;;;;;;;;;;;;;;
520110;Anápolis;GO;55;61;6; 	370.875 ;SANEAGO;98,25;0,49;100,00;0,50;60,84;0,78;61,92;0,79;60,60;1,55;102,63;573,55;17,89;0,39; 	4.481 ; 	6.945 ;64,52;0,32; 	2.950 ; 	45.989 ; 	6,41 ;0,41;40,74;0,18;43,42;6,18;0,25;40,18;0,19;42,91;6,36;0,25;6,10;5,11;;;;;;;;;;;;;;;
140010;Boa Vista;RR;56;50;-6; 	326.419 ;CAER;97,73;0,49;100,00;0,50;56,67;0,72;58,00;0,74;69,30;1,45;382,67;265,16;144,32;1,00; 	6.640 ; 	8.943 ;74,25;0,37; 	3.739 ; 	44.473 ; 	8,41 ;0,54;67,23;0,11;61,08;0,00;0,00;65,99;0,11;54,40;0,00;0,00;6,03;2,56;;;;;;;;;;;;;;;
351880;Guarulhos;SP;57;53;-4; 	1.337.087 ;SAAE;99,84;0,50;99,80;0,50;88,25;1,13;88,25;1,13;2,12;0,07;330,25;2069,88;15,96;0,34; 	15.070 ; 	15.780 ;95,50;0,48; 	16.126 ; 	57.475 ; 	28,06 ;1,00;34,58;0,22;26,79;0,00;0,00;18,13;0,41;29,42;38,38;0,25;6,02;2,51;;;;;;;;;;;;;;;
420540;Florianópolis;SC;58;49;-9; 	477.798 ;CASAN;100,00;0,50;100,00;0,50;60,25;0,77;62,62;0,80;44,55;1,39;295,37;1315,21;22,46;0,48; 	3.157 ; 	3.157 ;100,00;0,50; 	2.784 ; 	27.886 ; 	9,98 ;0,64;31,78;0,24;23,23;0,00;0,00;39,35;0,19;32,83;0,00;0,00;6,01;4,07;;;;;;;;;;;;;;;
320500;Serra;ES;59;57;-2; 	494.109 ;CESAN;92,63;0,46;93,30;0,47;62,49;0,80;62,93;0,80;26,28;0,82;442,33;763,19;57,96;1,00; 	2.744 ; 	12.055 ;22,76;0,11; 	3.925 ; 	50.354 ; 	7,79 ;0,50;0,63;0,50;7,65;91,78;0,25;32,56;0,23;31,13;0,00;0,00;5,94;2,39;;;;;;;;;;;;;;;
420240;Blumenau;SC;60;65;5; 	343.715 ;SAMAE / BRK;99,86;0,50;98,90;0,49;38,16;0,49;40,00;0,51;26,88;0,84;232,51;487,36;47,71;1,00; 	995 ; 	1.135 ;87,69;0,44; 	3.217 ; 	40.859 ; 	7,87 ;0,50;21,15;0,35;23,09;8,40;0,25;24,92;0,30;31,25;20,25;0,25;5,93;3,54;;;;;;;;;;;;;;;
313670;Juiz de Fora;MG;61;48;-13; 	559.636 ;CESAMA;95,03;0,48;96,10;0,48;93,93;1,20;95,01;1,21;6,88;0,22;213,41;846,06;25,22;0,54; 	3.423 ; 	10.895 ;31,42;0,16; 	3.346 ; 	9.441 ; 	35,44 ;1,00;33,27;0,23;29,25;0,00;0,00;31,52;0,24;32,10;1,80;0,13;5,88;3,15;;;;;;;;;;;;;;;
312770;Governador Valadares;MG;62;58;-4; 	279.665 ;SAAE;99,53;0,50;99,70;0,50;97,45;1,24;97,73;1,25;0,00;0,00;65,37;362,01;18,06;0,39; 	2.080 ; 	2.531 ;82,18;0,41; 	885 ; 	1.392 ; 	63,59 ;1,00;46,66;0,16;45,90;0,00;0,00;48,55;0,15;53,98;10,05;0,25;5,85;2,61;;;;;;;;;;;;;;;
355100;São Vicente;SP;63;59;-4; 	357.989 ;SABESP;90,86;0,45;91,00;0,46;71,86;0,92;71,99;0,92;66,72;1,83;113,52;576,28;19,70;0,42; 	1.170 ; 	11.157 ;10,49;0,05; 	1.723 ; 	25.834 ; 	6,67 ;0,43;56,06;0,13;54,96;0,00;0,00;56,44;0,13;56,64;0,35;0,03;5,77;3,23;;;;;;;;;;;;;;;
290570;Camaçari;BA;64;N/D;N/D; 	292.074 ;EMBASA;100,00;0,50;100,00;0,50;33,87;0,43;35,48;0,45;17,59;0,55;160,88;403,22;39,90;0,86; 	9.242 ; 	9.242 ;100,00;0,50; 	7.014 ; 	54.297 ; 	12,92 ;0,82;46,14;0,16;50,12;7,93;0,25;54,76;0,14;56,53;3,12;0,23;5,40;0,00;;;;;;;;;;;;;;;
230440;Fortaleza;CE;65;70;5; 	2.609.716 ;CAGECE;83,31;0,42;83,30;0,42;49,68;0,63;49,68;0,63;53,19;1,27;806,14;3267,08;24,67;0,53; 	8.615 ; 	153.493 ;5,61;0,03; 	33.342 ; 	428.840 ; 	7,77 ;0,50;26,69;0,28;31,16;14,36;0,25;42,64;0,18;45,74;6,78;0,25;5,38;2,99;;;;;;;;;;;;;;;
240800;Mossoró;RN;66;68;2; 	291.937 ;CAERN;94,92;0,47;100,00;0,50;44,71;0,57;48,96;0,62;42,83;1,14;163,06;287,68;56,68;1,00; 	3.050 ; 	7.665 ;39,79;0,20; 	474 ; 	40.038 ; 	1,18 ;0,08;48,61;0,15;52,05;6,60;0,25;56,81;0,13;56,41;0,00;0,00;5,12;3,62;;;;;;;;;;;;;;;
510340;Cuiabá;MT;67;67;0; 	585.367 ;CAB Cuiabá;98,13;0,49;100,00;0,50;51,39;0,66;52,26;0,67;30,90;0,97;582,67;681,38;85,51;1,00; 	4.018 ; 	7.709 ;52,12;0,26; 	317 ; 	65.716 ; 	0,48 ;0,03;59,81;0,13;58,09;0,00;0,00;59,22;0,13;63,69;7,02;0,25;5,07;3,79;;;;;;;;;;;;;;;
431690;Santa Maria;RS;68;62;-6; 	277.309 ;CORSAN;95,14;0,48;100,00;0,50;56,96;0,73;59,87;0,76;62,35;1,45;59,56;543,68;10,96;0,24; 	994 ; 	4.595 ;21,63;0,11; 	1.581 ; 	23.246 ; 	6,80 ;0,43;46,50;0,16;46,17;0,00;0,00;46,14;0,16;38,11;0,00;0,00;5,02;5,51;;;;;;;;;;;;;;;
261070;Paulista;PE;69;78;9; 	325.590 ;COMPESA;97,43;0,49;97,40;0,49;50,20;0,64;50,20;0,64;41,05;1,28;72,67;235,62;30,84;0,66; 	3.514 ; 	5.917 ;59,39;0,30; 	830 ; 	34.623 ; 	2,40 ;0,15;59,51;0,13;52,84;0,00;0,00;67,92;0,11;59,85;0,00;0,00;4,89;2,69;;;;;;;;;;;;;;;
315460;Ribeirão das Neves;MG;70;54;-16; 	325.846 ;COPASA;85,01;0,43;85,60;0,43;67,35;0,86;67,85;0,87;19,37;0,61;149,39;374,44;39,90;0,86; 	342 ; 	16.985 ;2,01;0,01; 	2.458 ; 	37.010 ; 	6,64 ;0,42;49,35;0,15;46,42;0,00;0,00;49,80;0,15;50,14;0,68;0,05;4,83;3,57;;;;;;;;;;;;;;;
320520;Vila Velha;ES;71;72;1; 	479.664 ;CESAN;97,19;0,49;97,70;0,49;47,74;0,61;47,97;0,61;46,19;1,22;142,68;691,41;20,64;0,44; 	3.082 ; 	6.039 ;51,03;0,26; 	1.420 ; 	44.189 ; 	3,21 ;0,21;29,43;0,25;26,40;0,00;0,00;39,01;0,19;35,25;0,00;0,00;4,77;3,28;;;;;;;;;;;;;;;
230370;Caucaia;CE;72;80;8; 	358.164 ;CAGECE;67,40;0,34;75,60;0,38;31,13;0,40;34,91;0,45;35,52;0,79;128,91;138,58;93,02;1,00; 	7.282 ; 	54.224 ;13,43;0,07; 	5.853 ; 	95.571 ; 	6,12 ;0,39;31,42;0,24;39,73;20,91;0,25;48,69;0,15;53,79;9,49;0,25;4,70;2,51;;;;;;;;;;;;;;;
352310;Itaquaquecetuba;SP;73;69;-4; 	356.774 ;SABESP;98,70;0,49;98,70;0,49;66,89;0,85;66,89;0,85;7,35;0,23;93,87;416,48;22,54;0,49; 	3.159 ; 	4.529 ;69,75;0,35; 	2.088 ; 	33.199 ; 	6,29 ;0,40;38,14;0,20;30,84;0,00;0,00;49,32;0,15;43,38;0,00;0,00;4,51;3,16;;;;;;;;;;;;;;;
270430;Maceió;AL;74;87;13; 	1.021.709 ;CASAL;96,17;0,48;96,20;0,48;40,32;0,51;40,35;0,51;92,09;1,03;122,99;953,52;12,90;0,28;-	2.701 ; 	4.536 ;0,00;0,00; 	10.714 ; 	84.229 ; 	12,72 ;0,81;59,65;0,13;58,45;0,00;0,00;59,93;0,13;58,64;0,00;0,00;4,36;5,83;;;;;;;;;;;;;;;
350600;Bauru;SP;75;66;-9; 	369.368 ;DAE;98,23;0,49;99,90;0,50;97,15;1,24;98,80;1,25;3,44;0,11;69,58;644,56;10,79;0,23; 	2.345 ; 	4.770 ;49,16;0,25;-	76 ; 	1.079 ; 	-   ;0,00;53,91;0,14;48,16;0,00;0,00;51,52;0,15;50,33;0,00;0,00;4,35;2,99;;;;;;;;;;;;;;;
211130;São Luís;MA;76;79;3; 	1.082.935 ;CAEMA;82,12;0,41;87,00;0,43;47,75;0,61;50,55;0,64;11,04;0,34;260,06;798,17;32,58;0,70; 	44.744 ; 	104.728 ;42,72;0,21; 	4.248 ; 	118.458 ; 	3,59 ;0,23;62,71;0,12;66,21;5,28;0,25;62,70;0,12;66,20;5,29;0,25;4,33;3,66;;;;;;;;;;;;;;;
261160;Recife;PE;77;75;-2; 	1.625.583 ;COMPESA;83,81;0,42;83,80;0,42;41,67;0,53;41,67;0,53;73,75;1,06;1393,21;2165,26;64,34;1,00;-	33.611 ; 	33.792 ;0,00;0,00;-	7.610 ; 	127.177 ; 	-   ;0,00;57,81;0,13;56,93;0,00;0,00;61,16;0,12;60,61;0,00;0,00;4,22;4,25;;;;;;;;;;;;;;;
520140;Aparecida de Goiânia;GO;78;77;-1; 	532.135 ;SANEAGO;75,97;0,38;76,10;0,38;24,93;0,32;24,96;0,32;27,44;0,64;275,63;456,32;60,40;1,00; 	7.433 ; 	48.187 ;15,43;0,08; 	3.521 ; 	113.606 ; 	3,10 ;0,20;27,51;0,27;28,15;2,25;0,14;24,99;0,30;25,68;2,67;0,20;4,21;5,19;;;;;;;;;;;;;;;
240810;Natal;RN;79;76;-3; 	877.662 ;CAERN;91,62;0,46;91,60;0,46;38,17;0,49;38,17;0,49;29,00;0,91;211,28;1114,38;18,96;0,41; 	4.427 ; 	27.241 ;16,25;0,08; 	1.629 ; 	124.928 ; 	1,30 ;0,08;45,00;0,17;50,85;11,51;0,25;54,22;0,14;54,87;1,19;0,09;4,01;3,82;;;;;;;;;;;;;;;
260960;Olinda;PE;80;81;1; 	390.144 ;COMPESA;94,99;0,47;96,90;0,48;44,40;0,57;45,29;0,58;51,55;1,13;62,97;328,21;19,18;0,41;-	2.399 ; 	3.006 ;0,00;0,00;-	653 ; 	41.792 ; 	-   ;0,00;56,30;0,13;55,31;0,00;0,00;62,70;0,12;57,62;0,00;0,00;3,90;3,54;;;;;;;;;;;;;;;
420910;Joinville;SC;81;73;-8; 	569.645 ;CAJ;98,70;0,49;98,90;0,49;30,03;0,38;30,94;0,39;22,96;0,72;227,71;908,52;25,06;0,54; 	3.246 ; 	5.331 ;60,88;0,30; 	776 ; 	86.287 ; 	0,90 ;0,06;43,01;0,17;43,72;1,62;0,10;47,99;0,16;48,43;0,92;0,07;3,88;3,96;;;;;;;;;;;;;;;
430460;Canoas;RS;82;84;2; 	342.634 ;CORSAN;100,00;0,50;100,00;0,50;30,25;0,39;30,25;0,39;36,24;0,77;75,21;681,22;11,04;0,24; 	851 ; 	851 ;100,00;0,50; 	1.668 ; 	37.410 ; 	4,46 ;0,28;55,38;0,14;55,22;0,00;0,00;53,38;0,14;46,30;0,00;0,00;3,84;6,69;;;;;;;;;;;;;;;
431440;Pelotas;RS;83;71;-12; 	343.651 ;SANEP;96,76;0,48;99,80;0,50;59,03;0,75;63,29;0,81;19,20;0,60;8,10;482,61;1,68;0,04;-	2.155 ; 	1.023 ;0,00;0,00;-	415 ; 	32.848 ; 	-   ;0,00;44,65;0,17;12,91;0,00;0,00;37,48;0,20;48,84;23,26;0,25;3,80;3,24;;;;;;;;;;;;;;;
221100;Teresina;PI;84;88;4; 	847.430 ;AGESPISA;99,72;0,50;99,50;0,50;23,49;0,30;24,92;0,32;14,63;0,46;47,57;996,61;4,77;0,10; 	7.456 ; 	8.266 ;90,20;0,45; 	10.502 ; 	162.076 ; 	6,48 ;0,41;50,25;0,15;47,56;0,00;0,00;47,54;0,16;51,68;8,00;0,25;3,60;3,19;;;;;;;;;;;;;;;
260790;Jaboatão dos Guararapes;PE;85;99;14; 	691.125 ;COMPESA;74,17;0,37;75,80;0,38;18,95;0,24;19,37;0,25;13,62;0,43;59,31;292,90;20,25;0,44;-	22.929 ; 	28.084 ;0,00;0,00; 	10.556 ; 	109.020 ; 	9,68 ;0,62;37,90;0,20;41,51;8,70;0,25;47,86;0,16;49,30;2,92;0,22;3,54;2,14;;;;;;;;;;;;;;;
330045;Belford Roxo;RJ;86;83;-3; 	494.141 ;CEDAE;78,12;0,39;78,10;0,39;39,80;0,51;39,80;0,51;33,91;1,02;45,57;282,00;16,16;0,35;-	51 ; 	26.203 ;0,00;0,00; 	66 ; 	69.534 ; 	0,09 ;0,01;68,60;0,11;68,78;0,25;0,02;46,19;0,16;46,49;0,65;0,05;3,50;3,60;;;;;;;;;;;;;;;
320130;Cariacica;ES;87;85;-2; 	384.621 ;CESAN;87,36;0,44;90,20;0,45;31,64;0,40;32,68;0,42;22,90;0,72;88,86;384,60;23,11;0,50; 	1.996 ; 	16.056 ;12,43;0,06; 	596 ; 	86.975 ; 	0,69 ;0,04;49,39;0,15;50,08;1,37;0,08;56,05;0,13;55,67;0,00;0,00;3,40;3,33;;;;;;;;;;;;;;;
330510;São João de Meriti;RJ;88;82;-6; 	460.541 ;CEDAE;93,64;0,47;93,60;0,47;62,00;0,79;62,00;0,79;0,00;0,00;38,17;360,39;10,59;0,23; 	-   ; 	5.874 ;0,00;0,00;-	25.384 ;-	2.379 ; 	-   ;0,00;60,53;0,12;60,81;0,47;0,03;43,73;0,17;47,26;7,47;0,25;3,32;3,57;;;;;;;;;;;;;;;
510840;Várzea Grande;MT;89;93;4; 	271.339 ;MUNICÍPIO;96,97;0,48;97,00;0,48;29,27;0,37;29,73;0,38;35,39;0,75;0,00;133,64;0,00;0,00; 	587 ; 	3.017 ;19,46;0,10; 	587 ; 	47.475 ; 	1,24 ;0,08;62,71;0,12;64,26;2,41;0,15;60,70;0,12;62,65;3,12;0,23;3,27;1,86;;;;;;;;;;;;;;;
120040;Rio Branco;AC;90;74;-16; 	377.057 ;DEPASA;54,63;0,27;59,50;0,30;22,00;0,28;23,96;0,31;34,25;0,56;90,57;115,79;78,22;1,00; 	1.462 ; 	67.247 ;2,17;0,01;-	55.898 ; 	19.571 ; 	-   ;0,00;59,58;0,13;60,69;1,83;0,11;58,19;0,13;59,31;1,89;0,14;3,23;2,23;;;;;;;;;;;;;;;
430920;Gravataí;RS;91;94;3; 	273.742 ;CORSAN;95,24;0,48;100,00;0,50;27,84;0,36;29,23;0,37;13,59;0,42;46,13;385,06;11,98;0,26; 	1.190 ; 	4.689 ;25,38;0,13; 	1.505 ; 	57.977 ; 	2,60 ;0,17;59,47;0,13;61,07;2,63;0,16;55,59;0,13;52,31;0,00;0,00;3,10;6,55;;;;;;;;;;;;;;;
330170;Duque de Caxias;RJ;92;91;-1; 	886.917 ;CEDAE;86,12;0,43;86,40;0,43;44,29;0,56;44,44;0,57;3,89;0,12;78,20;474,88;16,47;0,36; 	-   ; 	26.549 ;0,00;0,00; 	411 ; 	98.316 ; 	0,42 ;0,03;68,39;0,11;68,64;0,36;0,02;38,77;0,19;40,65;4,61;0,25;3,07;3,58;;;;;;;;;;;;;;;
330350;Nova Iguaçu;RJ;93;92;-1; 	797.435 ;CEDAE;93,80;0,47;93,80;0,47;45,08;0,58;45,58;0,58;0,00;0,00;160,83;572,80;28,08;0,61; 	-   ; 	12.052 ;0,00;0,00;-	1.458 ; 	98.163 ; 	-   ;0,00;65,81;0,11;65,46;0,00;0,00;43,14;0,17;42,56;0,00;0,00;2,99;3,57;;;;;;;;;;;;;;;
330490;São Gonçalo;RJ;94;86;-8; 	1.044.058 ;CEDAE;84,09;0,42;84,10;0,42;38,09;0,49;38,11;0,49;13,08;0,41;83,07;1736,70;4,78;0,10; 	407 ; 	37.242 ;1,09;0,01; 	169 ; 	133.698 ; 	0,13 ;0,01;51,57;0,15;41,23;0,00;0,00;29,78;0,25;24,19;0,00;0,00;2,74;4,35;;;;;;;;;;;;;;;
160030;Macapá;AP;95;96;1; 	465.495 ;CAESA;39,11;0,20;39,40;0,20;8,91;0,11;9,04;0,12;16,87;0,23;52,86;130,54;40,49;0,87; 	3.302 ; 	91.848 ;3,60;0,02; 	3.601 ; 	105.275 ; 	3,42 ;0,22;63,06;0,12;64,80;2,68;0,16;66,25;0,11;69,14;4,18;0,25;2,60;2,66;;;;;;;;;;;;;;;
130260;Manaus;AM;96;95;-1; 	2.094.391 ;MA;87,79;0,44;88,20;0,44;10,18;0,13;10,23;0,13;23,80;0,26;293,71;1609,66;18,25;0,39; 	19.355 ; 	83.414 ;23,20;0,12; 	4.322 ; 	1.235.802 ; 	0,35 ;0,02;71,85;0,10;73,12;1,75;0,11;44,15;0,17;46,19;4,42;0,25;2,56;5,31;;;;;;;;;;;;;;;
150680;Santarém;PA;97;98;1; 	294.447 ;COSANPA / PMS;52,39;0,26;71,50;0,36;4,29;0,05;5,86;0,07;1,39;0,04;206,06;36,39;566,22;1,00; 	3.586 ; 	38.123 ;9,41;0,05; 	3.078 ; 	70.295 ; 	4,38 ;0,28;39,56;0,19;34,11;0,00;0,00;46,99;0,16;40,89;0,00;0,00;2,47;2,12;;;;;;;;;;;;;;;
150140;Belém;PA;98;90;-8; 	1.446.042 ;COSANPA / SAAEB;70,41;0,35;71,00;0,36;12,62;0,16;12,73;0,16;2,67;0,08;287,26;625,50;45,93;0,99;-	19.371 ; 	78.172 ;0,00;0,00;-	7.054 ; 	208.606 ; 	-   ;0,00;45,71;0,16;45,01;0,00;0,00;46,77;0,16;44,06;0,00;0,00;2,43;2,53;;;;;;;;;;;;;;;
150080;Ananindeua;PA;99;100;1; 	510.834 ;COSANPA;29,98;0,15;30,10;0,15;0,75;0,01;0,75;0,01;0,91;0,02;16,52;78,45;21,06;0,45; 	2.554 ; 	101.288 ;2,52;0,01;-	1.496 ; 	131.137 ; 	-   ;0,00;42,92;0,17;41,14;0,00;0,00;48,30;0,16;46,82;0,00;0,00;1,14;2,27;;;;;;;;;;;;;;;
110020;Porto Velho;RO;100;97;-3; 	511.219 ;CAERD;33,05;0,17;36,30;0,18;3,39;0,04;3,38;0,04;1,54;0,05;15,32;251,19;6,10;0,13; 	16.460 ; 	145.969 ;11,28;0,06;-	562 ; 	182.172 ; 	-   ;0,00;69,77;0,11;67,00;0,00;0,00;70,88;0,11;67,00;0,00;0,00;0,88;4,78;;;;;;;;;;;;;;;
